origem,destino,classe_media,classe_moda,n_amostras
227,225,4.666666666666667,C2,6
227,226,4.266666666666667,C1,15
227,228,4.916666666666667,C2,12
227,229,4.5,C2,14
227,398,4.714285714285714,D-E,7
228,43,4.4,C2,5
228,227,4.916666666666667,C2,12
228,229,4.25,C1,8
229,223,4.8,C2,5
229,225,3.875,B2,24
229,227,4.533333333333333,C2,15
229,228,4.25,C1,8
229,230,4.473684210526316,C2,38
229,233,3.6666666666666665,B2,6
230,227,4.4,C1,5
230,229,4.444444444444445,C2,36
231,125,4.333333333333333,C2,6
231,232,4.909090909090909,D-E,11
231,265,4.6,C2,5
232,223,5.4,C2,5
232,225,4.25,C2,8
232,231,4.909090909090909,D-E,11
233,229,3.6666666666666665,B2,6
233,235,4.571428571428571,C2,7
233,254,4.8,C2,5
233,264,4.666666666666667,C1,6
233,267,4.428571428571429,C1,7
234,235,4.823529411764706,C2,17
234,265,5.2,C2,5
235,233,4.571428571428571,C2,7
235,234,4.823529411764706,C2,17
235,264,3.6666666666666665,B2,6
235,267,4.444444444444445,C1,9
236,54,2.2,B1,5
236,237,3.1875,B1,16
236,238,2.5555555555555554,B1,9
236,239,3.238095238095238,B2,21
236,240,3.6,B2,10
236,241,3.375,B2,8
236,250,2.0,B1,6
236,252,3.0,B2,5
236,254,1.8,A,5
237,236,3.1875,B1,16
237,239,3.4375,B2,16
237,240,2.8,C1,5
237,241,3.3846153846153846,C1,13
237,242,4.1875,B2,16
237,244,3.8,C1,5
237,245,3.7142857142857144,B2,7
238,236,2.5,B1,8
238,239,3.388888888888889,B2,18
238,240,3.3333333333333335,B1,6
238,243,2.2,A,5
238,252,2.5,A,6
239,48,2.0,B1,5
239,236,3.4,B2,20
239,237,3.25,B2,12
239,238,3.411764705882353,B1,17
239,240,3.7777777777777777,C1,9
239,250,2.0,A,5
240,51,3.4285714285714284,C1,7
240,236,3.3636363636363638,B2,11
240,237,3.0,C1,7
240,238,3.3333333333333335,B1,6
240,239,3.5714285714285716,B2,7
240,241,3.4782608695652173,B2,23
241,18,3.6,B2,5
241,236,3.272727272727273,B2,11
241,237,3.4,C1,10
241,240,3.4166666666666665,B2,24
241,242,3.6,C1,5
241,243,3.3333333333333335,B2,6
241,253,5.0,C2,7
242,237,4.1875,B2,16
242,241,3.6,C1,5
242,243,3.923076923076923,B2,13
242,244,4.454545454545454,C2,22
243,238,2.2,A,5
243,241,3.3333333333333335,B2,6
243,242,3.923076923076923,B2,13
243,244,4.266666666666667,C1,30
243,245,4.6923076923076925,C2,13
243,247,3.2,B1,5
243,252,3.5454545454545454,C1,11
244,237,3.8,C1,5
244,242,4.476190476190476,C2,21
244,243,4.32258064516129,C1,31
245,237,3.7142857142857144,B2,7
245,243,4.6923076923076925,C2,13
246,58,2.4,B1,5
246,247,3.5,B2,14
247,243,3.2,B1,5
247,246,3.5,B2,14
247,249,4.111111111111111,C2,9
247,252,2.6666666666666665,A,6
249,247,4.111111111111111,C2,9
249,250,3.2857142857142856,B2,14
249,251,3.6,B2,5
249,252,3.7777777777777777,C1,9
250,58,2.25,B1,8
250,59,2.4285714285714284,B2,14
250,61,3.375,B2,8
250,236,2.0,B1,6
250,239,2.0,A,5
250,243,3.6,C1,5
250,249,3.2857142857142856,B2,14
250,251,3.3333333333333335,C2,6
250,252,3.8823529411764706,B2,17
250,301,2.2,B1,5
251,58,4.4,C2,5
251,249,3.6,B2,5
251,250,3.2857142857142856,C2,7
252,236,3.0,B2,6
252,238,2.3333333333333335,A,6
252,243,3.4,B2,10
252,247,2.857142857142857,A,7
252,249,3.7777777777777777,C1,9
252,250,3.8947368421052633,B2,19
253,44,4.8,C1,5
253,45,4.0,C2,15
253,241,5.0,C2,7
253,254,4.513888888888889,C2,72
253,255,5.0,C2,9
254,40,3.3333333333333335,B2,6
254,43,3.8,B2,5
254,44,2.6666666666666665,B1,6
254,45,2.4545454545454546,B2,11
254,46,3.375,B2,8
254,47,2.6666666666666665,B1,6
254,213,1.4,A,5
254,233,4.8,C2,5
254,236,1.8,A,5
254,253,4.5285714285714285,C2,70
254,255,3.5,B2,10
254,256,3.2857142857142856,B1,14
254,257,3.4,B2,5
254,261,3.5714285714285716,B2,7
255,253,5.0,C2,11
255,254,3.125,B2,8
255,256,3.8,B2,5
256,40,3.0,B2,5
256,254,3.1875,B1,16
256,255,3.8,B2,5
256,258,3.7142857142857144,C2,7
257,1,4.0,B2,5
257,211,3.375,B2,8
257,256,2.0,A,5
257,261,3.6,C1,5
258,256,3.7142857142857144,C2,7
258,261,3.5,B2,6
259,260,4.555555555555555,C2,9
259,263,4.2,C1,5
259,435,3.9166666666666665,B2,12
260,259,4.555555555555555,C2,9
260,261,3.8333333333333335,C2,6
261,254,3.5714285714285716,B2,7
261,257,3.6,C1,5
261,258,3.5,B2,6
261,260,3.8333333333333335,C2,6
261,262,4.363636363636363,C1,11
262,261,4.363636363636363,C1,11
262,264,4.5,C1,6
262,265,4.444444444444445,C1,9
263,259,4.2,C1,5
263,264,3.75,B2,8
263,436,4.166666666666667,C2,6
264,233,4.666666666666667,C1,6
264,235,3.8,B2,5
264,262,4.5,C1,6
264,263,3.5714285714285716,B2,7
264,265,3.9444444444444446,C2,18
264,266,3.2857142857142856,B2,14
264,267,3.5,B2,6
265,231,4.6,C2,5
265,234,5.2,C2,5
265,262,4.444444444444445,C1,9
265,264,3.8823529411764706,C2,17
265,266,3.9047619047619047,C1,21
266,221,3.0,B1,5
266,264,3.3076923076923075,B2,13
266,265,3.9130434782608696,C1,23
267,225,4.4,C1,5
267,233,4.428571428571429,C1,7
267,235,4.5,C1,8
267,264,3.4285714285714284,B2,7
268,62,2.142857142857143,A,7
268,64,2.2857142857142856,B1,7
268,65,1.2857142857142858,A,7
268,66,3.090909090909091,A,11
268,68,2.6666666666666665,B2,6
268,69,1.6,B1,5
268,71,1.8571428571428572,A,7
268,72,3.0,B2,24
268,73,2.7,B2,10
268,96,2.2,B1,5
268,269,3.272727272727273,B1,22
268,270,2.3333333333333335,A,15
268,272,3.4285714285714284,C2,7
268,273,1.5454545454545454,A,11
268,278,4.0,C1,5
268,280,1.3333333333333333,A,6
268,281,2.2,B1,5
268,301,2.0,A,23
268,302,2.3333333333333335,B1,9
268,320,1.2857142857142858,A,7
269,54,2.6666666666666665,B1,6
269,64,1.8333333333333333,A,6
269,65,1.2857142857142858,A,7
269,66,2.5,B2,6
269,68,1.8333333333333333,B1,6
269,71,1.8,A,5
269,268,3.25,B1,20
269,270,2.9565217391304346,C1,23
269,272,3.5714285714285716,B2,7
270,31,1.8,A,5
270,60,2.4,B1,5
270,64,2.5384615384615383,B1,13
270,66,2.076923076923077,B1,13
270,70,2.6,B2,5
270,268,2.4,A,15
270,269,2.9047619047619047,C1,21
270,303,2.0,A,8
272,72,2.8333333333333335,B2,6
272,73,2.8,B2,5
272,268,3.4285714285714284,C2,7
272,269,3.5714285714285716,B2,7
272,273,2.92,B2,25
272,274,3.9,B1,10
272,275,4.25,B2,8
272,280,2.6,B1,5
272,282,3.0,B2,5
272,301,2.5,B1,6
273,268,1.5,A,10
273,272,2.92,B2,25
273,274,3.642857142857143,C1,14
273,276,4.357142857142857,B2,14
273,277,3.1666666666666665,B2,6
274,272,3.9,B1,10
274,273,3.642857142857143,C1,14
274,275,2.761904761904762,B1,21
274,276,3.642857142857143,B2,14
274,277,3.4,B2,5
274,278,3.7777777777777777,B2,9
275,5,2.6,A,5
275,27,3.6,B2,5
275,59,2.857142857142857,C1,7
275,60,4.5,B2,6
275,272,4.25,B2,8
275,274,2.761904761904762,B1,21
275,276,3.7142857142857144,B2,7
276,273,4.4,B2,15
276,274,3.5384615384615383,B2,13
276,275,3.7142857142857144,B2,7
276,277,3.1,B1,10
276,278,4.625,C2,24
276,301,3.0,B1,7
276,463,5.0,C2,5
277,273,3.1666666666666665,B2,6
277,274,3.4,B2,5
277,276,2.9,B1,10
277,278,4.481481481481482,C1,27
277,282,1.8571428571428572,B1,7
278,58,4.0,B2,6
278,70,4.7,C1,10
278,73,4.5,B2,6
278,274,3.7777777777777777,B2,9
278,276,4.625,C2,24
278,277,4.5,C1,26
278,279,4.5,C2,36
278,281,5.5,C2,6
278,282,3.8333333333333335,B2,6
278,284,4.928571428571429,C1,14
278,285,5.0,C1,8
278,463,4.0,B2,14
279,278,4.709677419354839,C2,31
279,281,3.6,B2,5
279,282,3.8333333333333335,B2,6
279,284,4.2727272727272725,C1,11
279,303,3.5,B2,8
280,268,1.5714285714285714,A,7
280,272,2.6,B1,5
280,281,2.6,B2,10
280,282,2.7,B2,10
280,283,2.888888888888889,B1,9
280,284,3.5,B2,6
280,287,3.0,B2,9
280,290,4.0,C1,7
280,301,2.0,A,9
280,302,1.5,A,6
280,304,3.3333333333333335,B1,6
281,268,2.2,B1,5
281,278,4.5,B2,10
281,280,2.5,B1,10
281,282,3.4285714285714284,B2,7
281,283,3.0,C1,9
281,302,2.5714285714285716,B2,7
281,303,2.25,B2,8
282,272,3.0,B2,5
282,277,2.0,B1,8
282,278,3.5,B2,6
282,279,4.0,B2,5
282,280,2.727272727272727,B2,11
282,281,3.4285714285714284,B2,7
282,283,3.0833333333333335,B1,12
282,303,3.2,B1,5
283,280,2.888888888888889,B1,9
283,281,3.0,C1,9
283,282,3.0833333333333335,B1,12
283,301,2.2857142857142856,B1,7
284,278,4.846153846153846,C1,13
284,279,4.2727272727272725,C1,11
284,280,3.6,B2,5
284,285,3.8333333333333335,C1,6
285,278,5.0,C1,8
285,284,3.8333333333333335,C1,6
285,463,4.6923076923076925,C1,13
285,466,4.333333333333333,C1,6
285,467,5.0,C1,5
286,287,3.176470588235294,B2,17
286,301,3.4,C1,5
286,304,2.8,B1,5
286,307,4.833333333333333,C2,6
286,312,4.333333333333333,C2,6
287,280,3.0,B1,8
287,286,3.25,B2,16
287,288,2.789473684210526,B2,19
287,289,3.0,B2,12
287,290,3.0,B1,5
288,287,2.7777777777777777,B2,18
288,289,4.36,B2,25
288,291,3.5714285714285716,B2,35
288,298,4.5,C1,6
288,301,3.0,A,7
289,286,3.6,B1,5
289,287,3.090909090909091,B2,11
289,288,4.36,B2,25
289,290,3.6538461538461537,B2,26
289,291,3.823529411764706,C2,17
289,292,3.5,C1,6
289,293,3.888888888888889,C1,9
289,298,4.0,B2,6
290,82,3.8,B2,5
290,280,4.0,C1,7
290,287,3.0,B1,5
290,289,3.6296296296296298,B2,27
290,293,3.4,B2,5
290,303,4.0,C1,6
291,288,3.588235294117647,B2,34
291,289,4.071428571428571,C2,14
291,292,3.5,B2,6
291,293,4.3076923076923075,C1,13
291,294,4.4,B2,5
291,295,5.0,C2,6
291,296,4.0,C1,5
291,298,3.5833333333333335,B2,12
292,289,3.5,C1,6
292,291,3.5,B2,6
292,295,3.8,C1,5
293,289,3.888888888888889,C1,9
293,291,4.3076923076923075,C1,13
293,294,4.428571428571429,C2,7
294,291,4.4,B2,5
294,293,4.428571428571429,C2,7
294,295,3.6666666666666665,B2,9
295,291,5.0,C2,6
295,292,3.8,C1,5
295,294,3.6666666666666665,B2,9
295,296,3.5454545454545454,C1,11
296,291,4.0,C1,5
296,295,3.5454545454545454,C1,11
297,298,2.357142857142857,B1,14
298,288,4.6,C2,5
298,289,3.625,B2,8
298,291,3.6666666666666665,B2,9
298,297,2.357142857142857,B1,14
298,299,4.0588235294117645,C1,17
298,301,4.2,C1,5
298,481,4.1,C1,10
299,298,4.0588235294117645,C1,17
299,481,4.2,C2,5
301,28,2.6,B1,5
301,66,2.6,A,5
301,70,1.8333333333333333,A,6
301,72,2.0,A,15
301,73,2.857142857142857,B2,7
301,80,2.8,B2,5
301,88,2.8333333333333335,B2,6
301,268,1.9230769230769231,A,26
301,272,2.7142857142857144,B1,7
301,276,3.0,B1,6
301,280,2.0,A,9
301,283,2.3333333333333335,B1,6
301,288,3.0,A,8
301,298,4.2,C1,5
301,302,1.5909090909090908,A,22
301,303,2.533333333333333,B1,15
301,304,2.823529411764706,B2,17
301,305,3.0,A,11
301,306,3.7142857142857144,B2,7
301,316,4.222222222222222,C1,9
301,320,1.4,A,5
301,321,2.8125,B1,16
301,322,2.3333333333333335,B1,12
301,323,2.1666666666666665,B1,6
301,326,4.4,C1,5
301,328,2.0,B1,9
301,329,3.3333333333333335,C1,6
301,476,3.8,B2,5
302,64,1.6666666666666667,B1,6
302,71,1.6,B1,5
302,72,1.6,A,5
302,73,2.25,B1,8
302,268,2.3333333333333335,B1,9
302,280,1.5,A,6
302,281,2.5714285714285716,B2,7
302,301,1.6521739130434783,A,23
302,303,1.75,B1,8
302,304,2.8,A,10
303,79,2.6,B2,5
303,270,1.6666666666666667,A,6
303,279,3.5714285714285716,B2,7
303,281,2.25,B2,8
303,282,3.2,B1,5
303,286,4.0,C1,5
303,290,4.0,C1,6
303,301,2.25,B1,16
303,302,1.75,B1,8
303,304,3.0,B2,33
303,305,3.4,B2,5
303,306,4.0,C1,5
303,309,4.571428571428571,C2,7
303,310,4.666666666666667,C1,6
303,322,3.5,B2,8
303,323,2.5,A,6
303,476,3.888888888888889,C1,9
304,64,2.8,B2,5
304,280,3.3333333333333335,B1,6
304,286,2.8,B1,5
304,301,2.7777777777777777,B1,18
304,302,2.5555555555555554,A,9
304,303,2.967741935483871,B2,31
304,306,3.7142857142857144,B2,7
304,316,4.285714285714286,C1,7
305,64,3.0,B1,5
305,301,3.0833333333333335,A,12
305,303,3.4,B2,5
305,306,4.111111111111111,C1,9
305,307,4.6,C2,5
305,313,3.5,B1,8
305,322,3.0,A,12
305,324,3.6666666666666665,B2,9
306,301,3.7777777777777777,C1,9
306,303,4.0,C1,6
306,304,3.6666666666666665,B2,6
306,305,4.0,C1,10
306,307,3.375,B2,8
306,309,4.0,B2,5
306,312,3.8461538461538463,B2,13
306,313,4.6875,C2,16
306,314,4.285714285714286,C2,7
306,315,4.0,C1,5
306,316,4.6,C1,5
306,322,2.6,B1,5
307,286,4.833333333333333,C2,6
307,305,4.6,C2,5
307,306,3.5,B2,6
307,312,4.7272727272727275,C2,11
308,309,4.538461538461538,C2,13
308,312,4.25,C1,12
308,476,4.4,C2,5
309,303,4.666666666666667,C1,6
309,306,4.0,B2,5
309,308,4.538461538461538,C2,13
309,312,5.0,C2,7
310,73,4.2,C2,5
310,303,4.666666666666667,C1,6
310,311,4.6,C2,15
310,312,4.166666666666667,C2,6
310,315,3.823529411764706,B2,17
311,310,4.571428571428571,C2,14
311,312,4.714285714285714,C2,7
311,314,4.625,C2,8
311,315,5.0,C2,6
312,286,4.333333333333333,C2,6
312,306,3.75,B2,12
312,307,4.7272727272727275,C2,11
312,308,4.25,C1,12
312,309,5.0,C1,6
312,310,4.166666666666667,C2,6
312,311,4.714285714285714,C2,7
312,476,3.2,B2,5
313,305,3.7142857142857144,C2,7
313,306,4.764705882352941,C2,17
313,314,4.454545454545454,C1,11
313,315,3.625,B2,8
313,316,4.066666666666666,C1,15
313,324,4.333333333333333,C1,9
313,326,2.8,B1,5
314,306,4.285714285714286,C2,7
314,311,4.625,C2,8
314,313,4.333333333333333,C1,12
314,315,4.923076923076923,D-E,13
315,306,4.0,C1,5
315,310,3.823529411764706,B2,17
315,311,5.0,C2,6
315,313,3.6666666666666665,B2,9
315,314,4.923076923076923,D-E,13
315,316,4.35,C1,20
315,476,4.375,C1,8
316,301,4.444444444444445,C1,9
316,304,4.285714285714286,C1,7
316,305,3.6,C1,5
316,313,4.142857142857143,C1,14
316,315,4.285714285714286,C1,21
316,324,3.75,C2,8
316,325,4.8,C2,20
316,471,4.2,C1,5
316,474,4.2,C2,5
317,81,1.6,B1,5
317,82,2.1666666666666665,B1,6
317,318,2.4444444444444446,B2,9
317,320,1.8695652173913044,A,23
317,321,3.0,A,5
317,330,2.375,B1,16
317,342,2.2857142857142856,A,14
318,68,1.5,A,10
318,69,1.0,A,7
318,73,1.0,A,6
318,79,1.5714285714285714,A,7
318,81,1.0,A,16
318,95,1.0,A,5
318,317,2.1818181818181817,A,11
318,319,2.25,A,8
318,320,1.0,A,12
318,323,1.75,A,8
318,328,1.5833333333333333,A,12
318,341,1.8333333333333333,A,6
319,68,2.0,A,6
319,73,3.2857142857142856,C2,7
319,81,2.6,B2,5
319,268,3.0,B2,6
319,318,1.9090909090909092,A,11
319,320,1.3571428571428572,A,14
319,321,4.5,C1,8
319,323,2.5,B2,8
319,330,2.8,B2,5
320,29,1.3333333333333333,A,6
320,68,1.5,A,6
320,70,1.0,A,7
320,77,1.2,A,5
320,81,1.3928571428571428,A,28
320,97,1.8,A,5
320,268,1.4,A,5
320,301,1.4,A,5
320,317,1.8636363636363635,A,22
320,318,1.0,A,9
320,319,1.2777777777777777,A,18
320,321,3.869565217391304,C1,23
320,322,1.6666666666666667,A,9
320,323,1.1904761904761905,A,21
320,328,1.5384615384615385,A,26
320,330,2.111111111111111,A,18
320,342,1.6,B1,5
320,343,1.0,A,9
321,68,4.285714285714286,C2,7
321,82,3.2857142857142856,A,7
321,301,3.1333333333333333,B1,15
321,317,3.0,A,5
321,319,4.571428571428571,C1,7
321,320,3.869565217391304,C1,23
321,322,3.189189189189189,A,37
321,323,4.0,C2,13
321,328,4.333333333333333,C2,6
321,330,4.666666666666667,C2,9
322,64,2.6,B2,5
322,73,2.0,A,12
322,301,2.230769230769231,B1,13
322,303,3.5714285714285716,B2,7
322,305,2.6,A,15
322,306,2.6,B1,5
322,320,1.5454545454545454,A,11
322,321,3.25,A,36
322,323,1.7272727272727273,A,33
322,329,2.2,B1,5
322,330,2.125,B2,8
323,27,1.6666666666666667,A,6
323,65,1.2,A,5
323,68,1.4,A,5
323,73,2.3846153846153846,B1,13
323,81,1.4,A,5
323,82,1.4,A,5
323,301,2.1666666666666665,B1,6
323,303,2.5714285714285716,A,7
323,318,1.75,A,8
323,319,2.8181818181818183,B2,11
323,320,1.1904761904761905,A,21
323,321,4.076923076923077,C2,13
323,322,1.7272727272727273,A,33
323,324,3.0,B1,5
323,328,2.0,B1,10
323,329,1.7272727272727273,A,11
323,330,1.8,A,5
324,305,3.75,B2,8
324,313,4.333333333333333,C1,9
324,316,3.75,C2,8
324,323,3.0,B1,5
324,325,3.4,B2,5
324,326,3.5217391304347827,C2,23
325,316,4.809523809523809,C2,21
325,324,3.4,B2,5
325,326,3.3333333333333335,B1,6
326,301,4.4,C1,5
326,313,2.8,B1,5
326,324,3.52,C2,25
326,325,3.8333333333333335,C1,6
326,327,4.222222222222222,C2,18
326,329,3.0,B1,5
326,330,2.5,B2,6
327,323,4.4,C2,5
327,326,4.222222222222222,C2,18
327,468,3.0,B2,5
328,72,1.2,A,5
328,73,2.2,B2,5
328,81,2.25,A,8
328,82,2.3333333333333335,B2,6
328,301,2.0,B1,9
328,318,1.5833333333333333,A,12
328,320,1.56,A,25
328,321,4.333333333333333,C2,6
328,323,2.0,B1,11
328,329,2.1666666666666665,B1,18
328,330,2.5,A,18
329,301,3.3333333333333335,C1,6
329,322,2.0,A,6
329,323,1.7,A,10
329,326,3.0,B1,6
329,328,2.1578947368421053,B1,19
329,330,3.3846153846153846,B2,13
329,468,1.5714285714285714,A,7
329,473,4.0,B1,5
330,81,1.8333333333333333,A,6
330,317,2.2666666666666666,B1,15
330,319,2.8,B2,5
330,320,1.8888888888888888,A,18
330,321,4.0,C2,12
330,322,2.5,B2,6
330,323,1.8,A,5
330,326,2.5,B2,6
330,328,2.6875,B1,16
330,329,3.3076923076923075,B2,13
330,342,2.8,B2,10
331,343,5.142857142857143,D-E,7
332,333,4.5,C2,6
332,337,4.0,C1,5
332,468,3.125,B2,8
333,80,4.6,C2,5
333,332,4.5,C2,6
333,334,3.375,C2,8
333,468,2.8461538461538463,C1,13
334,333,3.375,C2,8
335,336,3.5,B1,8
335,337,3.7142857142857144,C1,7
335,338,1.6,A,5
335,340,4.0,B2,10
336,331,2.375,B1,8
336,335,3.5,B1,8
336,337,3.3636363636363638,B2,11
336,340,2.2,B2,5
336,343,4.3,C2,10
337,79,3.6,C1,5
337,335,3.7142857142857144,C1,7
337,336,3.5,B2,12
337,338,1.6,A,10
337,339,3.0,B2,6
337,500,3.0,B2,11
337,501,3.125,B2,8
338,335,1.6,A,5
338,337,1.8333333333333333,A,6
338,339,3.1666666666666665,C1,24
338,340,2.2222222222222223,B2,9
339,80,2.5,B2,6
339,338,3.3333333333333335,C1,24
339,340,2.2,A,5
339,500,3.6666666666666665,B2,9
340,30,1.8333333333333333,B1,6
340,32,2.8,B1,5
340,80,2.6666666666666665,B2,9
340,81,2.0,A,5
340,82,1.8,A,5
340,83,2.375,A,8
340,97,1.0,A,12
340,103,1.2,A,5
340,335,4.0,B2,10
340,336,2.2,B2,5
340,338,2.125,B2,8
340,341,2.2,B2,25
340,342,2.8333333333333335,C1,6
340,343,1.4,A,5
341,80,2.0,A,5
341,82,2.4444444444444446,B1,9
341,340,2.1666666666666665,B2,24
341,342,3.2142857142857144,B2,14
342,82,2.8,B1,5
342,317,2.3529411764705883,B2,17
342,322,1.0,A,5
342,330,2.7777777777777777,B2,9
342,336,4.666666666666667,C2,6
342,340,2.8333333333333335,C1,6
342,341,2.9166666666666665,B2,12
342,343,3.8181818181818183,C1,11
343,320,1.0,A,9
343,331,5.142857142857143,D-E,7
343,336,4.0,C1,7
343,340,1.4,A,5
343,342,4.071428571428571,C1,14
344,345,2.225,B2,40
344,360,4.6,C2,5
345,119,2.6363636363636362,B2,11
345,344,2.225,B2,40
345,346,3.9310344827586206,C2,29
345,352,3.6,C1,5
345,356,3.2,A,5
346,345,3.9310344827586206,C2,29
346,351,4.428571428571429,C2,7
348,349,3.857142857142857,C1,49
348,352,3.142857142857143,B2,7
348,357,4.3076923076923075,C1,13
348,526,4.1875,C1,16
349,348,3.86,C1,50
351,346,4.428571428571429,C2,7
351,352,3.909090909090909,B2,22
351,356,4.285714285714286,C1,7
351,357,4.0,C1,11
352,345,3.6,C1,5
352,348,3.2,B2,5
352,351,3.909090909090909,B2,22
352,357,4.25,C1,8
356,345,3.2,A,5
356,351,4.285714285714286,C1,7
356,357,4.645161290322581,C2,31
356,358,4.625,C2,8
357,348,4.3076923076923075,C1,13
357,351,4.0,C1,13
357,352,4.25,C1,8
357,356,4.575757575757576,C2,33
357,358,4.7272727272727275,C2,22
358,356,4.444444444444445,C2,9
358,357,4.7272727272727275,C2,22
359,360,2.4166666666666665,A,12
359,361,4.090909090909091,C1,22
359,362,4.333333333333333,C2,21
360,128,2.6,B2,5
360,344,4.6,C2,5
360,359,2.4166666666666665,A,12
361,359,4.090909090909091,C1,22
361,362,4.32258064516129,C1,31
362,359,4.333333333333333,C2,21
362,361,4.32258064516129,C1,31
363,364,2.875,B2,24
363,366,3.7142857142857144,B2,7
363,367,3.6,B2,15
363,368,3.1333333333333333,B2,15
363,369,3.4615384615384617,C1,13
363,370,3.75,C1,8
363,371,3.8666666666666667,C2,15
363,372,4.285714285714286,B2,7
363,376,4.5,C1,10
363,378,4.375,C2,8
363,379,4.0,C1,10
363,383,4.166666666666667,C1,6
363,384,4.9,C2,10
364,363,2.875,B2,24
364,365,4.25,C2,8
364,366,3.676470588235294,B2,34
364,367,2.7142857142857144,B1,7
364,368,3.7777777777777777,B2,9
364,371,3.75,B2,8
364,372,3.769230769230769,B2,13
364,373,4.166666666666667,C1,12
364,374,4.2,C1,10
364,375,4.6,C2,5
364,376,4.0,B2,5
364,378,4.428571428571429,C2,7
364,380,4.333333333333333,C2,6
364,381,4.181818181818182,C1,11
364,385,4.4,C1,5
365,364,4.111111111111111,C2,9
365,366,3.3333333333333335,B2,6
365,367,4.333333333333333,C2,6
365,368,4.285714285714286,C2,7
365,371,3.8,C1,5
365,373,3.8333333333333335,B2,6
365,376,4.3076923076923075,C1,13
365,378,5.0,C2,13
365,379,4.568181818181818,C2,44
366,363,3.7142857142857144,B2,7
366,364,3.6857142857142855,C1,35
366,365,3.3333333333333335,B2,6
366,373,3.375,B2,8
367,363,3.642857142857143,B2,14
367,364,2.75,B2,8
367,365,4.333333333333333,C2,6
367,368,3.6666666666666665,C1,15
367,369,4.066666666666666,C2,15
367,370,3.2857142857142856,B2,7
367,372,3.2,A,10
367,376,4.714285714285714,C1,7
367,381,4.777777777777778,C2,9
368,363,3.1333333333333333,B2,15
368,364,3.7777777777777777,B2,9
368,365,4.285714285714286,C2,7
368,367,3.6666666666666665,C1,15
368,369,4.5,C2,12
368,371,4.444444444444445,C1,9
368,372,3.6,C1,5
368,376,4.0,C1,5
369,363,3.4615384615384617,C1,13
369,367,4.066666666666666,C2,15
369,368,4.5,C2,12
369,370,3.3,C2,20
369,371,3.6666666666666665,B2,6
369,378,4.4,C1,5
370,155,4.571428571428571,C2,7
370,363,3.75,C1,8
370,367,3.3333333333333335,C1,6
370,369,3.5555555555555554,C2,18
370,371,3.2,A,20
370,376,4.428571428571429,C2,7
370,378,4.666666666666667,C1,6
371,363,3.875,C2,16
371,364,3.888888888888889,C2,9
371,365,3.8,C1,5
371,368,4.444444444444445,C1,9
371,369,3.0,B2,7
371,370,3.4444444444444446,B2,18
371,372,3.888888888888889,C2,9
371,380,3.1,C1,10
372,363,4.285714285714286,B2,7
372,364,3.769230769230769,B2,13
372,367,3.2,A,10
372,368,3.6,C1,5
372,371,3.888888888888889,C2,9
372,374,3.6,C2,5
372,381,4.181818181818182,C2,11
373,364,4.2727272727272725,C1,11
373,365,3.8333333333333335,B2,6
373,366,3.375,B2,8
373,374,4.2,C2,5
374,364,4.2,C1,10
374,372,3.6,C2,5
374,373,4.2,C2,5
374,375,4.166666666666667,C1,6
374,381,4.448275862068965,C2,29
374,383,3.7142857142857144,B2,7
375,364,4.6,C2,5
375,374,4.2,C1,5
375,377,3.4,B2,5
375,384,4.625,C2,8
376,363,4.5,C1,10
376,364,4.0,B2,5
376,365,4.3076923076923075,C1,13
376,367,4.714285714285714,C1,7
376,368,4.0,C1,5
376,370,4.428571428571429,C2,7
376,377,4.352941176470588,C2,17
376,378,4.625,C2,8
