origem,destino,classe_media,classe_moda,n_amostras
376,379,4.2727272727272725,C2,11
376,380,3.2857142857142856,C1,7
376,383,3.5,B2,6
377,375,3.4,B2,5
377,376,4.352941176470588,C2,17
377,378,4.666666666666667,C1,9
377,384,3.857142857142857,C1,7
377,385,4.05,C1,20
378,363,4.375,C2,8
378,364,4.5,C2,8
378,365,5.0,C2,14
378,370,4.666666666666667,C1,6
378,376,4.625,C2,8
378,377,4.75,C2,8
378,379,4.2,C2,30
378,401,4.0,C1,5
379,363,4.0,C1,10
379,365,4.5777777777777775,C2,45
379,376,4.2727272727272725,C2,11
379,378,4.133333333333334,C2,30
379,383,4.0,C1,8
380,364,4.333333333333333,C2,6
380,371,3.1,C1,10
380,376,3.2857142857142856,C1,7
381,364,4.181818181818182,C1,11
381,367,4.777777777777778,C2,9
381,372,4.181818181818182,C2,11
381,374,4.448275862068965,C2,29
383,363,4.166666666666667,C1,6
383,374,3.7142857142857144,B2,7
383,376,3.5,B2,6
383,379,4.0,C1,8
383,384,4.285714285714286,C1,7
384,363,4.9,C2,10
384,375,4.714285714285714,C2,7
384,377,3.7142857142857144,C1,7
384,383,4.375,C2,8
385,364,4.4,C1,5
385,377,4.05,C1,20
387,388,4.7272727272727275,C2,44
388,387,4.7272727272727275,C2,44
388,389,3.3703703703703702,C2,27
388,400,4.285714285714286,C2,7
388,401,3.4,C2,10
389,388,3.3703703703703702,C2,27
390,388,4.6,C2,5
390,391,4.275,C2,40
390,407,3.4,B1,5
391,390,4.275,C2,40
394,396,4.064516129032258,B2,31
394,397,3.5,B2,6
394,398,3.9,B2,10
394,403,3.3333333333333335,B2,6
396,204,4.166666666666667,C1,6
396,205,4.181818181818182,C1,11
396,394,4.0,B2,31
396,398,4.6,C2,5
396,403,5.0,C2,5
397,394,3.4285714285714284,B2,7
397,398,4.297297297297297,C2,37
397,404,4.0,B2,5
398,227,4.714285714285714,D-E,7
398,394,3.9,B2,10
398,396,4.333333333333333,B2,6
398,397,4.2105263157894735,C2,38
398,399,3.588235294117647,B2,17
398,400,3.888888888888889,B2,9
398,402,4.166666666666667,C1,6
398,403,3.909090909090909,C1,11
398,404,3.8125,C2,16
398,407,4.2,C1,5
399,205,4.571428571428571,C2,7
399,207,5.285714285714286,D-E,21
399,398,3.5,B2,20
399,400,4.219512195121951,C2,41
399,401,4.375,C1,16
399,402,4.375,C2,8
400,207,4.4,C1,5
400,388,4.0,C2,8
400,398,4.2,B2,5
400,399,4.108695652173913,C2,46
400,401,4.242424242424242,C1,33
400,402,4.528301886792453,C2,53
400,404,4.090909090909091,B2,11
401,378,4.0,C1,5
401,388,3.4,C2,10
401,399,4.294117647058823,C1,17
401,400,4.28125,C1,32
401,402,4.444444444444445,C1,36
402,398,4.166666666666667,C1,6
402,399,4.375,C2,8
402,400,4.528301886792453,C2,53
402,401,4.485714285714286,C1,35
402,403,4.055555555555555,C2,18
402,404,4.642857142857143,C2,14
402,405,4.5,C2,6
402,412,4.588235294117647,C1,17
403,169,4.0,C1,5
403,394,3.3333333333333335,B2,6
403,398,3.8333333333333335,C1,12
403,402,4.105263157894737,C2,19
403,404,4.238095238095238,C2,63
403,405,3.875,B2,8
403,406,3.4,B2,5
403,412,4.8,C2,5
404,398,3.6315789473684212,B2,19
404,400,3.8461538461538463,B2,13
404,402,4.642857142857143,C2,14
404,403,4.241935483870968,C2,62
404,405,4.25,C2,20
404,406,3.8181818181818183,B2,33
404,410,3.0,B1,6
404,411,4.3,C1,10
405,402,4.5,C2,6
405,403,3.875,B2,8
405,404,4.352941176470588,C2,17
405,406,4.333333333333333,C2,21
406,403,3.6,C1,5
406,404,3.8125,B2,32
406,405,4.4,C2,20
407,390,3.4,B1,5
407,398,4.2,C1,5
407,408,4.333333333333333,C1,18
407,409,3.74468085106383,B2,47
407,410,3.96875,C1,32
407,411,3.739130434782609,C2,23
407,412,5.0,C2,6
407,413,3.6153846153846154,B2,13
407,414,3.72,C1,25
407,415,3.92,C1,25
407,416,4.666666666666667,C2,6
407,418,4.333333333333333,C2,6
407,490,4.0,C1,6
408,407,4.2631578947368425,B2,19
408,409,4.071428571428571,C1,14
408,410,4.333333333333333,C1,12
408,411,4.0,C2,9
408,412,3.111111111111111,A,9
408,413,3.0,B2,12
408,415,4.181818181818182,C2,11
408,418,3.8333333333333335,B2,6
409,407,3.75,B2,44
409,408,4.0,C1,15
409,410,4.0,B2,14
409,411,4.111111111111111,B2,9
409,413,3.25,B2,8
409,414,4.0,B2,6
409,415,3.6666666666666665,B2,12
410,404,3.2,B1,5
410,407,3.96875,C1,32
410,408,4.454545454545454,C1,11
410,409,3.9375,B2,16
410,411,4.6,C2,15
410,412,4.857142857142857,D-E,7
410,413,3.6,B1,5
410,414,3.4,B2,5
410,415,4.333333333333333,C2,6
410,416,5.111111111111111,D-E,9
411,404,4.444444444444445,C1,9
411,407,3.5652173913043477,C2,23
411,408,4.0,C2,9
411,409,4.111111111111111,B2,9
411,410,4.6,C2,15
412,402,4.588235294117647,C1,17
412,403,4.8,C2,5
412,407,5.0,C2,6
412,408,3.111111111111111,A,9
412,410,4.857142857142857,D-E,7
413,407,3.6153846153846154,B2,13
413,408,3.0,B2,12
413,409,3.25,B2,8
413,410,3.6,B1,5
413,422,4.0,B2,6
414,407,3.72,C1,25
414,409,4.0,B2,6
414,410,3.4,B2,5
414,415,4.428571428571429,C2,7
415,407,3.888888888888889,C1,27
415,408,4.181818181818182,C2,11
415,409,3.727272727272727,B2,11
415,410,4.333333333333333,C2,6
415,414,4.428571428571429,C2,7
416,407,4.666666666666667,C2,6
416,410,5.111111111111111,D-E,9
418,407,4.333333333333333,C2,6
418,408,3.8333333333333335,B2,6
418,420,4.142857142857143,C1,7
420,418,4.142857142857143,C1,7
422,413,4.0,B2,6
424,425,3.1785714285714284,B1,28
424,426,2.4827586206896552,B2,29
424,427,3.032258064516129,C1,31
424,428,3.6363636363636362,B2,44
424,429,1.9166666666666667,A,12
424,456,2.7142857142857144,B2,7
425,424,3.28,B1,25
425,426,3.8275862068965516,C1,29
425,427,2.8125,C1,16
425,428,3.4,B2,15
425,429,2.8333333333333335,B2,6
425,433,2.125,A,8
425,454,2.6666666666666665,B1,6
426,424,2.6785714285714284,B2,28
426,425,3.7586206896551726,B2,29
426,427,3.8095238095238093,C1,21
426,428,2.3125,A,16
426,429,3.0,B2,8
426,432,5.0,C2,10
426,454,2.3,A,10
427,245,4.2,C1,5
427,424,2.838709677419355,B1,31
427,425,3.0,C1,16
427,426,4.0,C1,19
427,428,3.2857142857142856,B1,21
427,456,3.6,C1,5
428,424,3.738095238095238,B2,42
428,425,3.2857142857142856,B2,14
428,426,2.473684210526316,A,19
428,427,3.130434782608696,B1,23
428,429,2.6,B2,5
428,435,3.2,B2,5
428,443,3.7142857142857144,B2,7
428,444,5.6,D-E,5
429,424,1.9166666666666667,A,12
429,425,2.6666666666666665,B1,6
429,426,3.0,B2,9
429,428,2.6,B2,5
429,430,3.0,B2,25
429,431,3.5238095238095237,B2,42
429,432,3.6666666666666665,B1,15
429,433,2.48,A,25
429,434,3.5555555555555554,B2,18
429,435,3.3333333333333335,B2,15
429,436,3.625,B2,16
429,437,3.0714285714285716,B2,28
429,438,3.6875,B2,32
429,439,3.1875,C1,32
429,440,4.315789473684211,C1,19
429,442,3.3333333333333335,B1,6
429,443,3.611111111111111,C1,18
429,444,4.7272727272727275,C1,11
429,454,2.75,B2,8
429,455,2.4285714285714284,A,7
429,456,3.4,A,10
429,457,3.9,B2,10
429,462,4.428571428571429,C2,7
430,429,3.0,B2,25
430,439,2.7777777777777777,B1,9
431,429,3.5238095238095237,B2,42
431,432,3.6,B2,5
431,440,3.1666666666666665,B2,6
431,454,2.272727272727273,B1,11
431,455,2.25,A,8
432,426,5.0,C2,10
432,429,3.625,B2,16
432,431,3.6,B2,5
432,438,3.5,B2,6
432,454,3.5555555555555554,C1,9
433,425,2.125,A,8
433,429,2.4814814814814814,B2,27
433,434,3.2,B2,5
433,435,2.6,B1,5
433,439,2.8333333333333335,B1,6
434,429,3.6666666666666665,B2,18
434,433,3.2,B2,5
434,435,3.7,C1,10
434,436,3.5,C1,6
434,437,3.0,B2,7
434,438,3.2,B2,5
434,440,5.666666666666667,D-E,6
435,259,3.8181818181818183,B2,11
435,429,3.3125,C1,16
435,433,2.5,B1,6
435,434,3.7,C1,10
435,436,3.5714285714285716,C1,7
435,437,3.3333333333333335,C1,15
436,263,4.4,C2,5
436,429,3.6153846153846154,B2,13
436,433,3.8,C1,5
436,434,3.4285714285714284,C1,7
436,435,3.4285714285714284,C1,7
436,437,3.7142857142857144,B2,7
437,429,3.0714285714285716,B2,28
437,434,3.0,B2,7
437,435,3.4285714285714284,C1,14
437,436,3.7142857142857144,B2,7
437,442,4.166666666666667,C2,12
438,429,3.727272727272727,B2,33
438,432,3.5,B2,6
438,434,3.2,B2,5
438,439,3.142857142857143,B1,14
438,440,3.4210526315789473,C1,19
438,442,3.8333333333333335,B2,6
438,443,3.6875,B2,16
438,447,2.857142857142857,B2,7
439,429,3.1875,C1,32
439,430,2.7777777777777777,B1,9
439,433,2.8333333333333335,B1,6
439,438,3.0,B1,13
439,440,4.090909090909091,B2,11
439,444,3.2,B2,5
439,455,2.857142857142857,B2,7
439,457,4.2,C1,5
440,429,4.315789473684211,C1,19
440,431,3.1666666666666665,B2,6
440,434,5.666666666666667,D-E,6
440,438,3.4,C1,20
440,439,4.090909090909091,B2,11
440,441,4.285714285714286,C1,7
440,442,4.285714285714286,B2,7
441,440,4.285714285714286,C1,7
441,447,4.7,C2,10
441,451,5.0,C2,10
442,429,3.2857142857142856,B2,7
442,437,4.166666666666667,C2,12
442,438,3.4545454545454546,B2,11
442,440,4.285714285714286,B2,7
442,443,3.5142857142857142,B2,35
442,444,4.171428571428572,C1,35
442,445,3.875,C1,8
442,446,4.333333333333333,C2,6
443,428,3.7142857142857144,B2,7
443,429,3.611111111111111,C1,18
443,438,3.7333333333333334,B2,15
443,442,3.4864864864864864,B2,37
443,444,4.193548387096774,C1,62
443,445,4.184210526315789,B2,38
443,446,4.166666666666667,C2,12
443,447,4.0,C1,17
444,428,5.6,D-E,5
444,429,4.7272727272727275,C1,11
444,439,3.2,B2,5
444,442,4.138888888888889,C1,36
444,443,4.222222222222222,C1,63
444,445,3.75,B2,12
444,446,4.125,B2,8
445,442,3.875,C1,8
445,443,4.170731707317073,B2,41
445,444,3.75,B2,12
445,446,4.533333333333333,C1,15
446,442,4.4,C2,5
446,443,4.166666666666667,C2,12
446,444,4.333333333333333,B2,9
446,445,4.533333333333333,C1,15
447,438,2.8333333333333335,B2,6
447,441,4.7,C2,10
447,443,4.0,C1,17
447,448,3.7,C2,40
447,449,4.318181818181818,C2,22
447,450,3.933333333333333,C1,15
447,451,4.142857142857143,C1,14
448,447,3.58974358974359,C2,39
448,449,4.0,C1,8
449,447,4.454545454545454,C2,22
449,448,3.7777777777777777,C1,9
450,447,3.933333333333333,C1,15
450,451,4.378378378378378,C2,37
451,441,5.0,C2,10
451,447,4.076923076923077,C1,13
451,450,4.378378378378378,C2,37
452,453,2.75,B2,8
452,455,3.111111111111111,C1,18
452,456,3.103448275862069,B2,29
452,457,3.7333333333333334,B2,15
452,458,3.4545454545454546,B2,22
452,459,3.272727272727273,B2,11
452,460,2.8,B1,5
452,462,3.9210526315789473,C1,38
453,452,2.6,B2,10
453,454,2.5454545454545454,B2,11
453,455,3.3333333333333335,C1,9
453,456,3.090909090909091,A,11
453,457,3.4285714285714284,B2,7
453,458,3.8,B2,5
453,463,2.7142857142857144,A,7
453,464,3.75,B2,16
453,465,3.5,B2,12
454,425,2.6666666666666665,B1,6
454,426,2.3,A,10
454,429,2.7142857142857144,B2,7
454,431,2.3,B1,10
454,432,3.4444444444444446,B2,9
454,452,2.6666666666666665,B2,6
454,453,2.6666666666666665,B2,9
454,455,2.857142857142857,B2,21
454,456,2.8,B2,20
454,457,3.3846153846153846,B2,13
454,458,3.3333333333333335,B2,9
454,462,3.5,B1,8
454,463,3.2,B2,5
454,464,2.6,B2,5
455,429,2.2222222222222223,A,9
455,431,2.25,A,8
455,439,2.857142857142857,B2,7
455,452,3.142857142857143,C1,14
455,453,3.2,C1,10
455,454,3.0,B2,17
455,456,2.8484848484848486,C1,33
455,457,3.1875,B2,16
455,458,2.6666666666666665,B2,12
455,459,3.0,B2,5
455,462,4.0,C1,15
456,424,2.6,B1,5
456,426,2.8,B1,5
456,429,3.6,B2,10
456,452,3.272727272727273,B2,22
456,453,2.9166666666666665,A,12
456,454,2.782608695652174,B2,23
456,455,2.8125,A,32
456,457,3.5473684210526315,B2,95
456,458,3.44,C1,25
456,459,4.368421052631579,C2,19
456,460,4.090909090909091,C1,11
456,462,4.136363636363637,C1,22
456,463,3.6,C1,5
456,465,3.625,B2,8
457,424,2.4,A,5
457,429,3.8181818181818183,B2,11
457,439,4.166666666666667,C1,6
457,452,3.764705882352941,B2,17
457,453,3.5,B2,6
457,454,3.3846153846153846,B2,13
457,455,3.1666666666666665,B2,18
457,456,3.5319148936170213,B2,94
457,458,3.6666666666666665,C1,18
457,459,4.066666666666666,B2,30
457,462,3.5714285714285716,B2,7
458,452,3.5,B2,20
458,453,3.8,B2,5
458,454,3.4545454545454546,B2,11
458,455,2.769230769230769,B2,13
458,456,3.5217391304347827,C1,23
458,457,3.3529411764705883,C1,17
458,459,3.375,C1,8
458,462,3.945945945945946,C2,37
459,452,3.1818181818181817,B2,11
459,455,3.4,B2,5
459,456,4.2631578947368425,C2,19
459,457,4.066666666666666,B2,30
459,458,3.5,C1,8
459,462,4.0,C1,7
460,452,2.8,B1,5
460,456,4.083333333333333,C1,12
462,429,4.428571428571429,C2,7
462,452,3.9,C1,40
462,454,3.3333333333333335,B1,6
462,455,4.142857142857143,C1,14
462,456,4.157894736842105,C1,19
462,457,3.6,B2,10
462,458,3.9722222222222223,C2,36
462,459,4.0,C1,7
462,464,4.4,C1,5
462,465,4.2727272727272725,C1,11
462,467,4.0,C1,6
463,278,3.933333333333333,B2,15
463,285,4.6923076923076925,C1,13
463,453,2.875,A,8
463,454,3.3333333333333335,B2,6
463,456,3.6,C1,5
463,464,4.166666666666667,C1,30
463,465,3.7777777777777777,C2,9
463,466,4.416666666666667,C2,24
463,467,3.772727272727273,B2,22
464,452,5.0,C2,5
464,453,3.764705882352941,B2,17
464,454,2.6,B2,5
464,463,4.071428571428571,C1,28
464,465,4.733333333333333,D-E,15
465,452,4.0,C1,6
465,453,3.5,B2,12
465,456,3.625,B2,8
465,462,4.2727272727272725,C1,11
465,463,4.181818181818182,C2,11
465,464,4.5,B2,12
465,466,3.5,B2,10
465,467,3.8461538461538463,B2,13
466,285,4.333333333333333,C1,6
466,463,4.5,C2,22
466,464,4.166666666666667,C2,6
466,465,3.5,B2,10
466,467,4.285714285714286,C2,14
467,462,4.0,C1,6
467,463,3.7916666666666665,B2,24
467,465,3.8461538461538463,B2,13
467,466,4.416666666666667,C2,12
468,327,3.0,B2,6
468,329,1.6666666666666667,A,6
468,332,3.125,B2,8
468,333,2.8461538461538463,C1,13
468,469,4.133333333333334,C1,15
468,470,3.3636363636363638,C1,11
468,471,3.5555555555555554,C2,9
468,473,3.2,B2,10
468,474,4.571428571428571,C2,7
469,468,4.133333333333334,C1,15
469,470,4.086956521739131,C2,23
470,468,3.3636363636363638,C1,11
470,469,4.086956521739131,C2,23
470,471,4.125,B2,8
470,474,4.4,C2,5
471,316,4.2,C1,5
471,468,3.857142857142857,C2,7
471,470,4.125,B2,8
471,475,4.4,C1,5
472,471,4.166666666666667,C2,6
472,473,4.052631578947368,B2,19
472,474,4.166666666666667,C1,6
473,313,4.4,C1,5
473,329,4.166666666666667,C2,6
473,468,3.0,B2,6
473,472,4.052631578947368,B2,19
473,474,4.153846153846154,C1,13
474,468,4.571428571428571,C2,7
474,470,4.4,C2,5
474,472,4.166666666666667,C1,6
474,473,4.153846153846154,C1,13
474,475,2.7222222222222223,A,18
474,476,3.8,C1,5
474,478,4.25,C1,8
474,519,4.333333333333333,C1,6
475,471,4.4,C1,5
475,474,2.7222222222222223,A,18
475,478,3.4,C2,10
476,301,3.6666666666666665,B2,6
476,303,4.0,C1,8
476,308,4.4,C2,5
476,312,3.2,B2,5
476,313,3.8,B2,5
476,315,4.5,C1,10
476,474,3.8,C1,5
476,477,4.0588235294117645,C2,17
476,478,4.375,C1,8
476,479,3.857142857142857,C1,7
476,480,3.6,C2,5
477,476,4.0588235294117645,C2,17
477,478,4.384615384615385,C1,13
478,474,4.25,C1,8
478,475,3.4,C2,10
478,476,4.375,C1,8
478,477,4.384615384615385,C1,13
478,519,4.166666666666667,C1,6
479,476,3.8333333333333335,C1,6
479,483,3.5714285714285716,B2,7
480,476,3.6,C2,5
480,481,4.0,B2,25
480,482,4.208333333333333,C1,24
481,298,4.125,C1,8
481,299,4.2,C2,5
481,480,4.038461538461538,B2,26
482,480,4.208333333333333,C1,24
483,479,3.625,B2,8
486,487,3.5,B2,10
486,488,3.111111111111111,B2,9
486,490,3.6666666666666665,B2,9
486,491,3.769230769230769,C1,13
486,492,3.4285714285714284,B1,35
486,493,3.2,A,20
486,494,3.4285714285714284,B2,7
486,507,3.75,C1,8
486,514,3.8461538461538463,C1,13
486,515,3.1,C1,10
486,526,3.0526315789473686,B1,19
487,486,3.3636363636363638,B2,11
487,488,1.85,A,20
487,494,4.142857142857143,C1,7
487,499,1.5714285714285714,A,7
487,507,3.6363636363636362,B2,11
487,509,4.642857142857143,C2,14
487,515,2.2,A,5
487,526,1.2702702702702702,A,37
488,486,3.2222222222222223,B2,9
488,487,1.9444444444444444,A,18
488,490,3.75,B2,8
488,491,4.5,B2,6
488,492,3.2,B2,10
488,493,2.2222222222222223,A,9
488,494,4.5,C2,12
488,497,3.875,C1,8
488,507,4.444444444444445,C1,9
488,509,3.8,C1,5
488,514,3.6,C1,5
488,515,3.0,A,5
488,524,4.666666666666667,C2,6
488,526,1.7619047619047619,A,21
489,491,3.2,B2,5
490,407,4.0,C1,6
490,486,3.7,B2,10
490,488,3.75,B2,8
490,491,3.3846153846153846,B2,13
490,494,4.857142857142857,D-E,7
490,515,4.333333333333333,C1,27
490,526,4.6,C1,5
491,486,3.642857142857143,C1,14
491,488,4.5,B2,6
491,490,3.3846153846153846,B2,13
491,492,3.142857142857143,B2,7
491,493,4.6,C2,5
491,514,3.25,B2,8
491,515,3.375,C1,8
491,525,4.714285714285714,C2,7
492,486,3.657142857142857,C1,35
492,488,3.111111111111111,B2,9
492,489,3.3333333333333335,B2,6
492,491,3.2,B2,5
492,513,5.0,C1,9
492,514,4.2,C1,5
493,486,3.2,A,20
493,488,2.0,A,9
493,491,4.6,C2,5
493,513,5.2,C2,5
493,514,5.2,D-E,5
493,526,1.75,A,16
494,486,3.4285714285714284,B2,7
494,487,4.142857142857143,C1,7
494,488,4.5,C2,12
494,490,4.857142857142857,D-E,7
494,495,4.3125,C2,32
494,496,3.7777777777777777,C1,9
494,498,4.631578947368421,C1,19
494,499,4.0,C2,6
494,526,4.833333333333333,C2,6
495,494,4.3125,C2,32
495,496,4.857142857142857,C2,14
495,497,3.375,B2,8
495,498,3.8333333333333335,C1,6
495,499,4.2,C2,10
495,506,3.4444444444444446,B2,9
495,514,3.0,B2,5
495,526,3.4,B2,5
496,494,3.7777777777777777,C1,9
496,495,4.857142857142857,C2,14
496,497,3.8333333333333335,B2,12
496,498,4.214285714285714,C2,14
497,488,4.0,C1,7
497,495,4.0,B2,5
497,496,3.857142857142857,C1,14
497,498,3.7142857142857144,B2,7
497,499,4.111111111111111,C1,9
497,502,3.4285714285714284,B2,7
497,516,3.5,B2,6
498,494,4.631578947368421,C1,19
498,495,3.8333333333333335,C1,6
498,496,4.153846153846154,C2,13
498,497,4.0,C1,7
498,516,1.625,A,16
499,487,1.5714285714285714,A,7
499,494,4.0,C2,6
499,495,4.2,C2,10
499,497,4.142857142857143,C1,7
499,500,2.7,B1,20
499,501,3.25,B2,8
499,502,3.388888888888889,C1,36
499,503,3.8333333333333335,C1,6
499,504,3.5454545454545454,B2,11
499,505,3.5789473684210527,B2,19
499,506,3.875,C1,8
499,507,4.238095238095238,C1,21
499,508,4.166666666666667,B2,12
499,509,4.068965517241379,C1,29
499,510,5.0,C2,5
499,511,3.9,C2,10
499,512,4.818181818181818,C2,11
500,337,2.9285714285714284,B2,14
500,339,4.333333333333333,C2,6
500,499,2.727272727272727,B1,22
500,501,2.4375,B2,16
500,502,2.75,B2,12
500,504,3.857142857142857,C1,7
500,505,3.3636363636363638,C1,11
500,506,3.5,B2,6
500,507,4.111111111111111,C1,9
500,509,3.6666666666666665,B2,18
500,511,3.375,B2,8
500,512,3.4,B2,5
501,337,3.125,B2,8
501,499,3.3333333333333335,B2,6
501,500,2.5,B2,18
501,502,3.076923076923077,B2,13
502,66,2.0,B1,11
502,339,2.4,A,5
502,495,3.3333333333333335,B2,6
502,497,4.0,B2,8
502,499,3.3529411764705883,C1,34
502,500,3.1,B2,10
502,501,3.076923076923077,B2,13
502,503,3.5,B2,6
502,504,4.0,C1,6
502,505,3.3333333333333335,B2,21
502,506,3.4285714285714284,B2,14
502,507,3.7777777777777777,C1,9
502,509,4.2,C1,5
502,510,3.8333333333333335,C1,6
503,499,3.8333333333333335,C1,6
503,502,3.5,B2,6
503,504,3.7333333333333334,C1,15
503,505,3.4285714285714284,B2,7
504,499,3.5454545454545454,B2,11
504,500,3.857142857142857,C1,7
504,502,4.0,C1,6
504,503,3.7857142857142856,C1,14
504,505,3.2222222222222223,B2,9
505,341,3.2,B2,5
505,499,3.6470588235294117,C1,17
505,500,3.3,C1,10
505,502,3.3333333333333335,B2,21
505,503,3.375,B2,8
505,504,3.2222222222222223,B2,9
505,506,3.8333333333333335,C1,6
505,509,3.8333333333333335,B2,6
506,495,3.4444444444444446,B2,9
506,499,3.6666666666666665,C1,9
506,500,3.5,B2,6
506,502,3.4285714285714284,B2,14
506,505,3.8333333333333335,C1,6
507,486,3.75,C1,8
507,487,3.6666666666666665,C1,12
507,488,4.3,C1,10
507,499,4.285714285714286,C1,21
507,500,4.25,C1,8
507,502,3.7777777777777777,C1,9
507,508,4.428571428571429,C1,7
507,509,3.6363636363636362,B2,22
507,510,4.2,C2,5
508,107,3.3333333333333335,C1,6
508,499,4.166666666666667,B2,12
508,507,4.428571428571429,C1,7
508,510,4.0,C1,5
509,73,3.4,B2,5
509,106,4.285714285714286,C2,7
509,487,4.5625,C1,16
509,488,3.8,C1,5
509,495,2.5,B1,6
509,499,4.142857142857143,C1,28
509,500,3.6315789473684212,B2,19
509,502,4.2,C1,5
509,505,3.8333333333333335,B2,6
509,507,3.6666666666666665,B2,21
509,510,3.9375,B2,16
509,512,4.428571428571429,C2,28
510,502,3.8333333333333335,C1,6
510,507,4.2,C2,5
510,508,4.0,C1,5
510,509,3.9375,B2,16
510,511,4.315789473684211,C1,19
510,512,4.0625,C2,16
511,100,4.0,B2,5
511,105,2.4,A,5
511,108,4.111111111111111,C1,9
511,113,4.0,C1,17
511,499,3.9,C2,10
511,500,3.4444444444444446,B2,9
511,508,3.2,B1,5
511,510,4.35,C1,20
512,499,4.75,C1,12
512,500,3.4,B2,5
512,509,4.444444444444445,C2,27
512,510,4.055555555555555,C2,18
513,492,5.0,C1,9
513,493,5.2,C2,5
513,514,4.12,B2,25
513,515,3.64,C1,25
514,486,3.25,C1,12
514,488,3.8333333333333335,C1,6
514,491,3.25,B2,8
514,492,4.428571428571429,C1,7
514,493,5.0,C1,6
514,495,3.0,B2,5
514,513,4.12,B2,25
514,515,3.909090909090909,C1,22
514,524,3.8461538461538463,B2,13
514,525,3.5,B2,8
515,486,3.2222222222222223,C1,9
515,487,2.1666666666666665,B1,6
515,488,3.3333333333333335,C2,6
515,490,4.285714285714286,C1,28
515,491,3.375,C1,8
515,513,3.6666666666666665,C1,24
515,514,3.909090909090909,C1,22
516,497,3.375,B2,8
516,498,1.5333333333333334,A,15
516,517,3.7777777777777777,B2,9
516,518,3.6363636363636362,C1,22
516,522,3.3333333333333335,B2,6
517,516,3.7777777777777777,B2,9
517,518,3.5306122448979593,C1,49
518,105,4.0,C1,5
518,516,3.608695652173913,C1,23
518,517,3.5306122448979593,C1,49
518,521,4.5625,C1,16
518,522,3.5555555555555554,C1,9
518,523,1.9545454545454546,B1,22
519,474,4.333333333333333,C1,6
519,478,4.166666666666667,C1,6
521,518,4.5625,C1,16
522,516,3.3333333333333335,B2,6
522,518,3.5555555555555554,C1,9
523,518,1.9545454545454546,B1,22
523,525,4.8,C1,5
524,488,4.571428571428571,C2,7
524,514,3.909090909090909,B2,11
524,525,4.138888888888889,C2,36
525,491,4.833333333333333,C2,6
525,514,3.5555555555555554,C1,9
525,523,4.8,C1,5
525,524,4.108108108108108,C2,37
526,348,4.1875,C1,16
526,486,3.1666666666666665,B1,18
526,487,1.1842105263157894,A,38
526,488,1.8421052631578947,A,19
526,490,4.6,C1,5
526,493,1.75,A,16
526,494,4.833333333333333,C2,6
526,527,3.8823529411764706,C1,17
527,526,3.8823529411764706,C1,17
